clicked_news	category	subcategory	title
N23379	pluss	okonomi	Kan tape 300 mill. hvis Spektrum-jobben ryker
N23380	nyheter	trondheim	Kvinne dømt til fengsel for puppesvindel
N23385	pluss	okonomi	Henter inspirasjon fra Disneyland
N23388	nyheter	nordtrondelag	Leilighet har røykskader etter brann i Steinkjer
N23389	nyheter	nordtrondelag	Boligbrann i Overhalla
N23390	100sport	idrettspolitikk	«Spillbaronen skadet Byåsens troverdighet»
N23392	meninger	kronikker	Pasientblikket nedenfra etableres der du ligger naken og sårbar, uten briller, klokke, telefon
N23393	nyheter	sortrondelag	Redusert rutetilbud på Flakk - Rørvik de neste tre ukene
N23394	nyheter	trondheim	Person skadd med kniv på Persaunet
N23395	nyheter	nordtrondelag	Arbeidsulykke i Levanger
N23397	nyheter	innenriks	Sverige og Norge forsterker forsvarssamarbeidet
N23398	100sport	vintersport	Svendsen etter kollapsen: - Jeg kjente at jeg mistet kontrollen
N23399	nyheter	trondheim	Store asbest-funn i Britannia-bygget
N23400	nyheter	trondheim	Stakk av fra påkjørsel
N23402	pluss	okonomi	Sofie er årets lærling og loves trygg jobb i bygg- og anleggsbransjen
N23404	nyheter	innenriks	Norske bedrifter utsatt for digital utpressing
N23413	nyheter	innenriks	Elever oppsøker lege på nett
N23417	nyheter	innenriks	Norge kan vente kinesiske oppkjøp og investeringer
N23419	nyheter	utenriks	Mnuchin og Shulkin godkjent av Senatet
N23431	nyheter	trondheim	Test deg selv på valentinsdagen
N23432	nyheter	innenriks	Slik sikrer du hunden din en god alderdom
N23433	nyheter	trondheim	Her blir det parkeringsforbud mandag morgen
N23436	pluss	kultur	«Sommerens beste tv-serie er en herlig hyllest til 80-tall, Steven Spielberg og Stephen King»
N23438	nyheter	trondheim	Gikk fra elskovslotteri i antikken til kjøpefest i moderne tid
N23439	pluss	nyheter	Reparerer bilen mens kunden venter
N23440	nyheter	nordtrondelag	Coop Extra i Storlien er stengt etter brann
N23441	nyheter	sortrondelag	Stenger for å sikre rasutsatt vei i Roan
N23442	nyheter	utenriks	– Nordkoreansk rakett kan nå mål 200 mil unna
N23448	nyheter	okonomi	Snekkerfirma slått konkurs
N23451	100sport	sprek	Seks enkle råd for å komme deg opp av sofaen: - Folk tenker det er for godt til å være sant
N23452	nyheter	okonomi	eAdressa er oppdatert
N23460	100sport	vintersport	Polsk kritikk mot Norge: - Johaug-straffen er en hån
N23469	pluss	meninger	«De som ble tiltrukket av jihadistisk tankegods, var i hovedsak 18-20-åringer fra bemidlede familier»
N23479	100sport	fotball	Gir seg som styreleder i TIL
N23484	nyheter	sortrondelag	Sju timers bilberging på riksvei 70
N23488	nyheter	sortrondelag	Person falt ned åtte meter fra tak på Hitra
N23491	nyheter	okonomi	Norges mest eksklusive sommerjobb
N23496	pluss	kultur	Tidligere Rica-sjefer avslører planene for ny restaurant på Solsiden
N23506	nyheter	sortrondelag	Rune Olsø enstemmig foreslått på topp for Ap Trøndelag
N23513	nyheter	trondheim	Liv laga for Vækteren
N23514	100sport	fotball	Ajer om livet blant stjernene i Skottland: - Med en gang han begynner å prate, blir det stille i garderoben
N23515	nyheter	utenriks	- Istanbul vekker vonde minner om det som skjedde i Paris
N23521	100sport	sjakk	Hvem møter Carlsen i neste VM? Her er Lahlums fire tips
N23522	pluss	nyheter	- Vi visste aldri hva som ventet oss
N23527	100sport	fotball	Strøk på den medisinske testen - RBK vurderer å hente Spalvis likevel
N23528	nyheter	trondheim	Politiet om øltørst mann: - Ville dele ut dæng
N23533	pluss	okonomi	Trondheimsselskap fikk milliardoverskudd for første gang
N23541	nyheter	okonomi	Markedsføringen av forbrukslån strammes inn
N23546	nyheter	okonomi	Nytt underskudd for Q-Free
N23547	nyheter	utenriks	Trump fyrer løs mot Kims missilpåstand
N23548	pluss	nyheter	Dette kommer til å sprenge budsjettet for sammenslåing av Klæbu og Trondheim
N23551	nyheter	moreromsdal	Væpnet aksjon i Sunndal
N23552	pluss	meninger	Rådmannens jobb er å være knipen
N23555	nyheter	innenriks	Mann ringte inn trusler til Norge fra fengsel i Litauen
N23557	nyheter	innenriks	Mann ringte inn trusler til Norge fra fengsel i Litauen
N23562	nyheter	innenriks	Islandsk statsbesøk i Norge
N23566	nyheter	sortrondelag	Drapssiktet 26-åring blir sittende i varetekt
N23568	pluss	nyheter	Denne mannen er kommunereformens største motstander
N23570	pluss	okonomi	Mathallen blir Bunnpris-butikk
N23571	pluss	okonomi	Mathall i Oppdal tjener godt på hyttefolket
N23576	nyheter	nordtrondelag	Mistet alt da huset brant
N23577	pluss	meninger	Vi vet skremmende lite om hva som oppnås med norsk bistand
N23578	pluss	nyheter	Søt musikk oppsto på Sukker.no
N23579	pluss	kultur	Indiana Jones i Nidarosdomen
N23582	nyheter	trondheim	Begynte sesongen med vannlekkasje
N23583	nyheter	sortrondelag	Flere breiflabber skylles i land i Trøndelag
N23585	nyheter	trondheim	Beslagla tyvegods i kjellerbod etter innbrudd på Munkvoll
N23589	pluss	meninger	Stol aldri på en trønder - i alle fall ikke når det kommer til mat
N23596	nyheter	trondheim	Mann skadd i fallulykke i Trondheim sentrum
N23598	nyheter	innenriks	Kulturministerens julehilsen provoserer
N23599	nyheter	sortrondelag	Karen Espelund ny fylkesdirektør
N23603	nyheter	nordtrondelag	Veltet vogntog sperret E6 i Grong
N23604	nyheter	trondheim	La igjen deler av myra på veien på Sandmoen
N23606	nyheter	nordtrondelag	Verdalinger får oppskrift for rundkjøring
N23607	nyheter	innenriks	Kvinne døde i påkjørsel på E18 ved Horten
N23610	100sport	vintersport	Sponsorer trekker seg ikke fra Johaug-avtale: - Vi sparker ikke et menneske som ligger nede
N23611	nyheter	trondheim	Torbjørn kjøpte roser til seg selv - og kjæresten
N23612	100sport	vintersport	Sprintsjefen: – Jeg synes veldig synd på Tomas Northug
N23613	meninger	kronikker	Det er på tide å si unnskyld
N23614	meninger	leder	Bare Kina kan få slutt på Nord-Koreas trusler
N23615	100sport	fotball	I kveld starter Champions League igjen. Dette tror ekspertene om runden.
N23619	pluss	nyheter	Vil forby utbytte i private barnehager
N23620	nyheter	trondheim	Snapchat: God farsdag!
N23621	100sport	sjakk	– Jeg er ikke imot hijab-bruk, men jeg er imot at man skal bli tvunget til å bruke det
N23623	meninger	leder	Norges enorme pengebinge kan bli tømt
N23624	100sport	vintersport	EM-gullvinner åpner for å legge opp: - Familien kommer først
N23629	nyheter	sortrondelag	- Stripsen hadde gnaget seg inn til beinet på begge bakføttene
N23630	nyheter	trondheim	Dette polet selger 30 prosent mer enn forventet
N23631	nyheter	utenriks	New York Times: Trump-ansatte hadde kontakt med russisk etterretning
N23632	nyheter	innenriks	Arbeidstilsynet politianmelder Veireno
N23634	pluss	nyheter	Her hjelper eks-biskopen «papirløse» å få jobb
N23635	nyheter	sortrondelag	Må kameraovervåke bom som stadig kjøres ned
N23637	nyheter	trondheim	Innbrudd hos bedrift i Osloveien
N23638	100sport	sykkel	Flyttet hjem til Trondheim mot lagets vilje
N23640	nyheter	nordtrondelag	Hvor kom disse rekende fra?
N23642	nyheter	sortrondelag	Kampfly øvde i lav høyde over Fosen
N23643	nyheter	nordtrondelag	Rekordtidlig observasjon av trekkfugl
N23645	nyheter	sortrondelag	Trafikkulykke på Klett
N23648	pluss	okonomi	- Vi har en tendens til å tro at Trondheim er større enn den er.
N23651	nyheter	innenriks	Datatilsynet skeptisk til digitale strømmålere
N23653	sport	skivm	Lille Petter ankermann
N23657	pluss	nyheter	- Belastende å vente på mobbeerstatning
N23661	nyheter	utenriks	Kim Jong-uns bror obduseres etter giftdrap
N23664	sport	handball	- Maren burde spilt for Norge
N23668	100sport	fotball	– Spalvis er ikke skadefri, og det vil ta noe tid før han blir det
N23672	pluss	nyheter	Slik er markedet for fjellhytter nå
N23686	pluss	nyheter	Gir ikke opp kampen om mer NTNU i Midtbyen
N23690	nyheter	nordtrondelag	Nå skal Hellbrua brukes til å gi andre bruer lengre levetid
N23691	pluss	magasin	Kjøpmannsgata 1925 og 2015
N23696	nyheter	trondheim	Busstreik i Trondheim mandag
N23697	nyheter	trondheim	Trondheim sentrum får flest
N23699	nyheter	nordtrondelag	Vil flytte rundt 200 statlige arbeidsplasser til Trøndelag
N23700	nyheter	trondheim	UP-sjefen avviser at 30-sone blir 50-sone
N23707	nyheter	innenriks	Elever skal fortsatt klage til Fylkesmannen i mobbesaker
N23708	nyheter	innenriks	Deler av Kulturrådet flyttes til Bodø
N23710	nyheter	innenriks	Trikkefører frifunnet for uaktsomt drap
N23712	pluss	kultur	Disse vintage-plaggene er trendy nå
N23713	100sport	ballsport	Klein vil ikke love Byåsen privat gave etter spillbråket
N23714	nyheter	trondheim	Her ble det bom stopp for bussen på Vikåsen
N23716	nyheter	trondheim	- Vi kjører med hjertet i halsen nå
N23718	100sport	vintersport	Treneren etter den norske fiaskoen: - Det er nitrist
N23719	nyheter	utenriks	Journalister skutt under sending i Den dominikanske republikk
N23720	nyheter	innenriks	19-åring tiltalt for gjengvoldtekt i Tromsø
N23724	nyheter	trondheim	«This city is so beautiful that it feels unreal»
N23726	100sport	ballsport	Anja (23) spilte håndballkamp to dager etter cellegift-behandling
N23728	nyheter	trondheim	Endelig klart at hun kommer til Trondheim og Isfit
N23733	100sport	fotball	Zlatan forlater PSG: - Jeg kom som en konge og drar som en legende
N23740	pluss	kultur	Frydefullt fjas, vakker sang og leken koreografi
N23743	nyheter	sortrondelag	- Det var best å holde seg inne om kvelden
N23745	pluss	nyheter	Slik skal trafikkproblemene til storhallen løses
N23746	nyheter	innenriks	Åmli-drapet: Ber om fire ukers varetekt for samboerpar
N23750	nyheter	sortrondelag	Slik skal kommunene takle befolkningsboomen
N23751	100sport	ballsport	Kroatisk høyreback til Kolstad: - Hørt at Trondheim er vakkert
N23754	nyheter	innenriks	Frykter for 1500 griser etter eksplosjonen i Drevja
N23755	nyheter	nordtrondelag	Helltunnelen åpen igjen etter bilberging
N23756	nyheter	innenriks	- Norge trenger en sikkerhetsminister
N23757	nyheter	trondheim	Bil mot syklist i rundkjøring på Jonsvannsveien
N23767	nyheter	trondheim	Borettslaget kastet rattkjelken til Simon (6) på dynga
N23768	pluss	kultur	Trolig en av årets beste norske krimromaner
N23775	100sport	fotball	Perlescoring ga Real Madrid flott utgangspunkt
N23778	nyheter	utenriks	Nordisk uro for selvmord blant unge asylsøkere
N23779	meninger	ordetfritt	Som vekter i tolv år har jeg fått et ubehagelig innsyn i hva unge spiser i langfriminuttet
N23780	nyheter	sortrondelag	Stjal pipe, vedovn og hvitevarer fra nye hus
N23782	nyheter	innenriks	Statoil kan ha tapt tre milliarder på Mongstad
N23785	nyheter	nordtrondelag	Stjørdal får nytt studium med 100 plasser
N23786	100sport	vintersport	VM-vinneren gikk på en Svendsen-smell: - Jeg var helt kaputt
N23787	nyheter	sortrondelag	Mann i klem under traktor i Melhus
N23788	nyheter	trondheim	Trafikkulykke i Skippergata
N23789	nyheter	moreromsdal	Helse Møre og Romsdal siktet i Sebastian-saken
N23790	pluss	okonomi	Milliardutbytte til eierne i Salmar
N23791	pluss	okonomi	Krevende å drive mathall også i Oppdal
N23792	nyheter	sortrondelag	Drapssiktet har fortalt om krangel med drapsofferet
N23793	nyheter	nordtrondelag	Derfor stenges E6 i nesten to måneder
N23794	100sport	vintersport	Norge fjerner Johaug-bilde fra smøretraileren
N23795	nyheter	sortrondelag	- Jeg føler meg stemplet som politisk spedalsk
N23796	nyheter	okonomi	Bedret resultat for Kværner
N23797	meninger	kronikker	Vil flytte så nært Gløshaugen som mulig
N23798	100sport	fotball	Mike Jensen takker FCK-fansen for pipekonserten
N23799	100sport	meninger	«De enkle svarene i fotballdebatten er feil!»
N23800	nyheter	innenriks	Skjerpede Nav-krav kan gi milliardsparing
N23804	pluss	kultur	«Lett å skjønne hvorfor Natalie Portman er nominert til Oscar for «Jackie»
N23806	100sport	fotball	NFF savner denne typen fotballspillere: - Vi må lete med lys og lykte
N23808	100sport	fotball	Her er åtte spørsmål og svar om Norges nye landslagssjef
N23809	nyheter	utenriks	Trump vurderer nye kandidater til ministerpost
N23813	nyheter	nordtrondelag	Brann i kjøretøy på Fv17
N23814	pluss	nyheter	Byggekostnad superbuss: 500 mill. kroner dyrere enn først beregnet
N23815	100sport	vintersport	Bjørgen går for tre VM-gull i Finland
N23816	nyheter	innenriks	Trygg Trafikk vil ha alkolås i alle biler
N23817	pluss	kultur	«Jeg kunne ha vært husmor. Jeg tror jeg har støvsuget et par ganger»
N23818	nyheter	sortrondelag	Over én million så Femundløpet på tv
N23819	pluss	nyheter	Truer med å stoppe utbygging av Spektrum
N23820	nyheter	innenriks	Legeforeningen vil forby tobakksalg til alle født etter år 2000
N23821	nyheter	sortrondelag	Klager på stedsnavn på boligfelt
N23823	100sport	vintersport	Han er Bergens hockeysjel. Nå åpner han seg om nedturen.
N23824	nyheter	innenriks	Aftenposten: Regjeringen vil flytte hundrevis av arbeidsplasser ut av Oslo
N23826	nyheter	nordtrondelag	Lastebil har kjørt av veien på E6
N23828	pluss	nyheter	Nå er det kommet enda en ny trussel om å droppe Spektrum-utbygging
N23833	nyheter	sortrondelag	Kjedekollisjon i Hommelvik
N23835	nyheter	trondheim	Varg Veum gidder ikke løse dette mysteriet i Trondheim
N23836	100sport	fotball	RBK tjener store penger igjen - sjekk overskuddet
N23839	100sport	vintersport	Nedslående Eckhoff-nyheter: I dag fikk landslagsledelsen beskjeden de ikke ville ha
N23840	pluss	magasin	Kongens gate 22 i 1975 og 2017
N23847	pluss	nyheter	– 50 år – det blir mange hau det!
N23851	nyheter	innenriks	Statkraft kutter over 500 ansatte
N23855	nyheter	trondheim	- Dette er forkastelig
N23857	nyheter	innenriks	– Jeg tenkte alltid at de som var 80 var utgamle, men jeg føler meg ikke utgammel selv
N23858	nyheter	innenriks	PST varslet om naziflagg i Kristiansands julegate
N23860	nyheter	trondheim	Fikk smake på kokkeyrket
N23861	forbruker	digital	Perfekt gripefølelse
N23865	nyheter	sortrondelag	Bestefar hevdet han sov - dømt for overgrep
N23866	pluss	nyheter	- Kvinnen fra Trondheim skulle se på tv - så dukket naboens overgrepsfilm opp på skjermen
N23867	100sport	fotball	Sørlending forlenget med engelsk toppklubb
N23872	100sport	vintersport	Fem spørsmål og svar: Dette må du vite om astma
N23874	nyheter	trondheim	Skulle bare flytte denne bagen - da falt denne kattungen ut
N23877	nyheter	nordtrondelag	Vil fortsette øvelsen etter dødsulykken
N23879	nyheter	innenriks	Parat: Flytting av statlige arbeidsplasser er en hån mot det organiserte arbeidslivet
N23882	nyheter	sortrondelag	Vil du frese rundt i denne båten i sommer?
N23884	pluss	nyheter	Rizan er asylsøkeren Listhaug vil ha til Norge
N23886	nyheter	sortrondelag	Foretar obduksjon etter dødsulykken i Rennebu
N23887	nyheter	sortrondelag	Traktorulykke i Melhus
N23889	pluss	kultur	Sterkt møte med modige Mena i Domen
N23890	nyheter	utenriks	Tysk avis henger ut nett-troll som hater flyktninger
N23894	pluss	nyheter	Trump-bekjent skal skaffe Stjørdal testbane for selvgående biler
N23895	pluss	nyheter	- Jeg opplever det som en slags skatt
N23897	nyheter	sortrondelag	72-åring tiltalt for bildrap etter dødsulykke i Rennebu
N23907	nyheter	trondheim	Kvinne ble påkjørt da hun «røsket» skilt av bilen
N23908	nyheter	innenriks	Jérôme Franck-Sætervoll konstituert direktør i RiksTV
N23909	nyheter	trondheim	Bakterieutbrudd på nyfødt intensiv på St. Olav
N23910	nyheter	trondheim	Krasjet med tre på Lade
N23913	nyheter	trondheim	Russen tjuvstartet «Krafttak mot kreft», fikk inn over 200 000 kroner
N23915	pluss	nyheter	Sponser havregrøt til elever i Sør-Trøndelag
N23916	nyheter	sortrondelag	Utøya-ungdom får ikke voldsoffererstatning
N23917	100sport	fotball	Gregersen belønnes med ny kontrakt
N23918	100sport	meninger	TIL vurderer lån av utenlandsk spiller fram til Høgli kommer
N23920	nyheter	innenriks	Erna Solberg og Siv Jensen innkaller til pressekonferanse på kort varsel
N23921	pluss	kultur	Året var 1985, og to Byåsen-gutter møtte Bruce
N23922	nyheter	innenriks	Utøya-ungdom kan ha rett til voldsoffererstatning
N23923	nyheter	trondheim	Tørrkoking ga røykutvikling på Heimdal
N23925	pluss	okonomi	Ber foreldre passe seg for hjelpsomhetsfella
N23929	nyheter	innenriks	DNB: Ny handlingsregel betyr lite
N23933	pluss	nyheter	Krever nøktern standard i superbussutbyggingen
N23934	nyheter	innenriks	Nye tall: Inntil 91 ulver i Norge
N23935	pluss	magasin	Les igjen: Slik ble Solsiden til
N23936	pluss	sport	- Livsfarlig hvis idretten blir politisk
N23937	pluss	nyheter	Trolig den bydelen med høyest tetthet av eksperter
N23938	nyheter	sortrondelag	Fikk traktor over seg - på bedringens vei
N23939	100sport	vintersport	Treneren hadde ikke tro på VM-sølvvinner Skarstein: - Utrolig kult!
N23941	nyheter	innenriks	Senterpartiet anklager Sanner for feilinformasjon
N23943	nyheter	innenriks	- Helt forferdelig
N23944	pluss	kultur	Du skal være litt mindre pyntet på årets julebord
N23947	100sport	vintersport	Toppidrettsutøveren fant igjen gleden hos de hjemløse
N23948	100sport	vintersport	Løperne reagerte på tilgangen til landslagets medisinkoffert
N23952	migration catalog	trondheim	Disse Nato-skipene kommer til byen i helgen
N23953	nyheter	okonomi	Silver ber om midlertidig forbud mot offentlig administrasjon
N23954	nyheter	sortrondelag	Her kan du leie hytte i vinterferien til under 600 kroner
N23957	100sport	fotball	Svenssons debut i Nederland utsettes: Ikke i kveldens Europa League-tropp
N23962	100sport	fotball	Her sykler Klopp og Liverpool-stjernene på La Manga: - Får ikke lov å uttale oss
N23963	pluss	okonomi	Slåss mot trafikk til 50 nye boliger
N23967	nyheter	trondheim	Et stjernelag kommer til Trondheim
N23968	pluss	nyheter	Hawking gleder seg til Trondheim
N23974	100sport	vintersport	«Friskmeldt for behandlingen av en syk idrett»
N23975	pluss	meninger	Hva får en mann fra Togo til å bli isskulptør?
